Name,Year,Gender,State,Count
Molly,2007,F,DC,10
Nicole,2007,F,DC,10
Paige,2007,F,DC,10
Serenity,2007,F,DC,10
Simone,2007,F,DC,10
Amira,2007,F,DC,9
Amy,2007,F,DC,9
Asia,2007,F,DC,9
Briana,2007,F,DC,9
Chelsea,2007,F,DC,9
Christina,2007,F,DC,9
Faith,2007,F,DC,9
Hanna,2007,F,DC,9
India,2007,F,DC,9
Jacqueline,2007,F,DC,9
Jade,2007,F,DC,9
Jordyn,2007,F,DC,9
Joselyn,2007,F,DC,9
Mckenzie,2007,F,DC,9
Nadia,2007,F,DC,9
Naomi,2007,F,DC,9
Nina,2007,F,DC,9
Vivian,2007,F,DC,9
Alexis,2007,F,DC,8
Alison,2007,F,DC,8
Amari,2007,F,DC,8
Anya,2007,F,DC,8
Ashly,2007,F,DC,8
Cecilia,2007,F,DC,8
Daniela,2007,F,DC,8
Danielle,2007,F,DC,8
Elena,2007,F,DC,8
Elise,2007,F,DC,8
Erica,2007,F,DC,8
Kaitlyn,2007,F,DC,8
Karla,2007,F,DC,8
Kelly,2007,F,DC,8
Kimora,2007,F,DC,8
Lila,2007,F,DC,8
Lillian,2007,F,DC,8
Lindsay,2007,F,DC,8
Mikayla,2007,F,DC,8
Natalia,2007,F,DC,8
Rebecca,2007,F,DC,8
Rosa,2007,F,DC,8
Saniya,2007,F,DC,8
Stella,2007,F,DC,8
Tiffany,2007,F,DC,8
Zoey,2007,F,DC,8
Alana,2007,F,DC,7
Amanda,2007,F,DC,7
Angela,2007,F,DC,7
Angelina,2007,F,DC,7
Bianca,2007,F,DC,7
Bridget,2007,F,DC,7
Ciara,2007,F,DC,7
Eden,2007,F,DC,7
Elle,2007,F,DC,7
Emilia,2007,F,DC,7
Erika,2007,F,DC,7
Jane,2007,F,DC,7
Janiya,2007,F,DC,7
Kamari,2007,F,DC,7
Kathryn,2007,F,DC,7
Katie,2007,F,DC,7
Kaylee,2007,F,DC,7
Lesly,2007,F,DC,7
Mariah,2007,F,DC,7
Nyla,2007,F,DC,7
Riley,2007,F,DC,7
Sasha,2007,F,DC,7
Skye,2007,F,DC,7
Tessa,2007,F,DC,7
Treasure,2007,F,DC,7
Zion,2007,F,DC,7
Adriana,2007,F,DC,6
Alina,2007,F,DC,6
Amani,2007,F,DC,6
Brooke,2007,F,DC,6
Camila,2007,F,DC,6
Dakota,2007,F,DC,6
Daniella,2007,F,DC,6
Deja,2007,F,DC,6
Eve,2007,F,DC,6
Giselle,2007,F,DC,6
Harper,2007,F,DC,6
Julissa,2007,F,DC,6
Justice,2007,F,DC,6
Katelyn,2007,F,DC,6
Kennedi,2007,F,DC,6
Laniyah,2007,F,DC,6
Laura,2007,F,DC,6
Lauryn,2007,F,DC,6
Lucia,2007,F,DC,6
Lydia,2007,F,DC,6
Maeve,2007,F,DC,6
Mariana,2007,F,DC,6
Naima,2007,F,DC,6
Paris,2007,F,DC,6
Reagan,2007,F,DC,6
Sage,2007,F,DC,6
Sandra,2007,F,DC,6
Shayla,2007,F,DC,6
Skylar,2007,F,DC,6
Sonia,2007,F,DC,6
Tamia,2007,F,DC,6
Willow,2007,F,DC,6
Zora,2007,F,DC,6
Alice,2007,F,DC,5
Amber,2007,F,DC,5
Annika,2007,F,DC,5
Brenda,2007,F,DC,5
Catalina,2007,F,DC,5
Cindy,2007,F,DC,5
Courtney,2007,F,DC,5
Cynthia,2007,F,DC,5
Deanna,2007,F,DC,5
Eliana,2007,F,DC,5
Ellie,2007,F,DC,5
Emani,2007,F,DC,5
Fatima,2007,F,DC,5
Genevieve,2007,F,DC,5
Georgia,2007,F,DC,5
Hailey,2007,F,DC,5
Hana,2007,F,DC,5
Hayden,2007,F,DC,5
Iris,2007,F,DC,5
Isabelle,2007,F,DC,5
Jaylin,2007,F,DC,5
Jazmine,2007,F,DC,5
Jewel,2007,F,DC,5
Joanna,2007,F,DC,5
Juliet,2007,F,DC,5
Kaia,2007,F,DC,5
Keira,2007,F,DC,5
Kyla,2007,F,DC,5
Leilani,2007,F,DC,5
Mackenzie,2007,F,DC,5
Madelyn,2007,F,DC,5
Makiya,2007,F,DC,5
Marley,2007,F,DC,5
Melanie,2007,F,DC,5
Meredith,2007,F,DC,5
Mya,2007,F,DC,5
Natasha,2007,F,DC,5
Nayeli,2007,F,DC,5
Paola,2007,F,DC,5
Raven,2007,F,DC,5
Ryan,2007,F,DC,5
Sabrina,2007,F,DC,5
Samiyah,2007,F,DC,5
Sanaa,2007,F,DC,5
Serena,2007,F,DC,5
Sienna,2007,F,DC,5
Summer,2007,F,DC,5
Tanya,2007,F,DC,5
Tatiana,2007,F,DC,5
Valerie,2007,F,DC,5
Violet,2007,F,DC,5
Wendy,2007,F,DC,5
Yasmin,2007,F,DC,5
Zaniyah,2007,F,DC,5
Zaria,2007,F,DC,5
Ashley,2008,F,DC,47
Chloe,2008,F,DC,43
Sophia,2008,F,DC,41
Katherine,2008,F,DC,39
Emma,2008,F,DC,36
Emily,2008,F,DC,35
Madison,2008,F,DC,35
Olivia,2008,F,DC,35
Abigail,2008,F,DC,33
Grace,2008,F,DC,33
Elizabeth,2008,F,DC,32
Sofia,2008,F,DC,32
Allison,2008,F,DC,29
Isabella,2008,F,DC,29
Zoe,2008,F,DC,29
Ava,2008,F,DC,28
Charlotte,2008,F,DC,27
Genesis,2008,F,DC,27
Taylor,2008,F,DC,27
Anna,2008,F,DC,26
Kimberly,2008,F,DC,25
Makayla,2008,F,DC,25
Maya,2008,F,DC,25
Sarah,2008,F,DC,25
Mia,2008,F,DC,24
Gabrielle,2008,F,DC,23
Jada,2008,F,DC,23
Kennedy,2008,F,DC,23
Caroline,2008,F,DC,22
Julia,2008,F,DC,22
Kayla,2008,F,DC,21
Nevaeh,2008,F,DC,21
Sophie,2008,F,DC,21
Sydney,2008,F,DC,21
Gabriela,2008,F,DC,20
Morgan,2008,F,DC,20
Ella,2008,F,DC,19
Evelyn,2008,F,DC,19
Lauren,2008,F,DC,19
Trinity,2008,F,DC,19
Isabel,2008,F,DC,18
Jasmine,2008,F,DC,18
Jocelyn,2008,F,DC,18
Catherine,2008,F,DC,17
Claire,2008,F,DC,17
Lucy,2008,F,DC,17
Madeleine,2008,F,DC,17
Victoria,2008,F,DC,17
Andrea,2008,F,DC,16
Camila,2008,F,DC,16
Destiny,2008,F,DC,16
Jayla,2008,F,DC,16
Jennifer,2008,F,DC,16
London,2008,F,DC,16
Nicole,2008,F,DC,16
Samantha,2008,F,DC,16
Alexandra,2008,F,DC,15
Angel,2008,F,DC,15
Hannah,2008,F,DC,15
Jessica,2008,F,DC,15
Madeline,2008,F,DC,15
Michelle,2008,F,DC,15
Natalie,2008,F,DC,15
Sara,2008,F,DC,15
Ana,2008,F,DC,14
Aniya,2008,F,DC,14
Asia,2008,F,DC,14
Brianna,2008,F,DC,14
Daniela,2008,F,DC,14
Maria,2008,F,DC,14
Mariah,2008,F,DC,14
Naomi,2008,F,DC,14
Alexis,2008,F,DC,13
Amelia,2008,F,DC,13
Angela,2008,F,DC,13
Gabriella,2008,F,DC,13
Laila,2008,F,DC,13
Lila,2008,F,DC,13
Madelyn,2008,F,DC,13
Mary,2008,F,DC,13
Rachel,2008,F,DC,13
Alana,2008,F,DC,12
Alexa,2008,F,DC,12
Angelina,2008,F,DC,12
Aniyah,2008,F,DC,12
Avery,2008,F,DC,12
Eleanor,2008,F,DC,12
Jazmin,2008,F,DC,12
Melanie,2008,F,DC,12
Nora,2008,F,DC,12
Rebecca,2008,F,DC,12
Aaliyah,2008,F,DC,11
Angie,2008,F,DC,11
Audrey,2008,F,DC,11
Brooke,2008,F,DC,11
Erin,2008,F,DC,11
Jade,2008,F,DC,11
Leah,2008,F,DC,11
Makenzie,2008,F,DC,11
Mckenzie,2008,F,DC,11
Riley,2008,F,DC,11
Amira,2008,F,DC,10
Amy,2008,F,DC,10
Emely,2008,F,DC,10
Isabelle,2008,F,DC,10
Janiya,2008,F,DC,10
Layla,2008,F,DC,10
Lillian,2008,F,DC,10
Lily,2008,F,DC,10
Sadie,2008,F,DC,10
Stella,2008,F,DC,10
Tyler,2008,F,DC,10
Vivian,2008,F,DC,10
Addison,2008,F,DC,9
Aliyah,2008,F,DC,9
Arianna,2008,F,DC,9
Ashly,2008,F,DC,9
Briana,2008,F,DC,9
Dania,2008,F,DC,9
Eva,2008,F,DC,9
Faith,2008,F,DC,9
Helen,2008,F,DC,9
Jacqueline,2008,F,DC,9
Karen,2008,F,DC,9
Karla,2008,F,DC,9
Lesly,2008,F,DC,9
Lucia,2008,F,DC,9
Marie,2008,F,DC,9
Marley,2008,F,DC,9
Molly,2008,F,DC,9
Nina,2008,F,DC,9
Paige,2008,F,DC,9
Paris,2008,F,DC,9
Stephanie,2008,F,DC,9
Vanessa,2008,F,DC,9
Adriana,2008,F,DC,8
Brooklyn,2008,F,DC,8
Camille,2008,F,DC,8
Carmen,2008,F,DC,8
Cecilia,2008,F,DC,8
Chelsea,2008,F,DC,8
Clara,2008,F,DC,8
Danielle,2008,F,DC,8
Dayana,2008,F,DC,8
Diana,2008,F,DC,8
Fiona,2008,F,DC,8
Heaven,2008,F,DC,8
Justice,2008,F,DC,8
Kaitlyn,2008,F,DC,8
Kate,2008,F,DC,8
Katie,2008,F,DC,8
Kelly,2008,F,DC,8
Khloe,2008,F,DC,8
Logan,2008,F,DC,8
Margaret,2008,F,DC,8
Megan,2008,F,DC,8
Melissa,2008,F,DC,8
Mikayla,2008,F,DC,8
Miracle,2008,F,DC,8
Nyla,2008,F,DC,8
Rihanna,2008,F,DC,8
Ruth,2008,F,DC,8
Talia,2008,F,DC,8
Tamia,2008,F,DC,8
Zaria,2008,F,DC,8
Alexia,2008,F,DC,7
Alice,2008,F,DC,7
Amari,2008,F,DC,7
Amaya,2008,F,DC,7
Armani,2008,F,DC,7
Carolina,2008,F,DC,7
Cindy,2008,F,DC,7
Courtney,2008,F,DC,7
Daniella,2008,F,DC,7
Eden,2008,F,DC,7
Eliana,2008,F,DC,7
Esther,2008,F,DC,7
Francesca,2008,F,DC,7
Georgia,2008,F,DC,7
Giselle,2008,F,DC,7
Jasmin,2008,F,DC,7
Kennedi,2008,F,DC,7
Kira,2008,F,DC,7
Mackenzie,2008,F,DC,7
Makiya,2008,F,DC,7
Michaela,2008,F,DC,7
Nia,2008,F,DC,7
Precious,2008,F,DC,7
Samiya,2008,F,DC,7
Saniya,2008,F,DC,7
Savannah,2008,F,DC,7
Sienna,2008,F,DC,7
Tatiana,2008,F,DC,7
Valeria,2008,F,DC,7
Virginia,2008,F,DC,7
Yasmine,2008,F,DC,7
Zion,2008,F,DC,7
Alejandra,2008,F,DC,6
Alicia,2008,F,DC,6
Amina,2008,F,DC,6
Amiya,2008,F,DC,6
Anaya,2008,F,DC,6
Autumn,2008,F,DC,6
Clare,2008,F,DC,6
Diamond,2008,F,DC,6
Emilia,2008,F,DC,6
Helena,2008,F,DC,6
Jordan,2008,F,DC,6
Josephine,2008,F,DC,6
Juliana,2008,F,DC,6
Kathryn,2008,F,DC,6
Keira,2008,F,DC,6
Kiara,2008,F,DC,6
Leila,2008,F,DC,6
Liliana,2008,F,DC,6
Maeve,2008,F,DC,6
Milan,2008,F,DC,6
Monique,2008,F,DC,6
Nadia,2008,F,DC,6
Nancy,2008,F,DC,6
Peyton,2008,F,DC,6
Reagan,2008,F,DC,6
Sabrina,2008,F,DC,6
Samiyah,2008,F,DC,6
Sanaa,2008,F,DC,6
Tiffany,2008,F,DC,6
Zahra,2008,F,DC,6
Zoey,2008,F,DC,6
Zuri,2008,F,DC,6
Ainsley,2008,F,DC,5
Amanda,2008,F,DC,5
Amani,2008,F,DC,5
Anne,2008,F,DC,5
Anya,2008,F,DC,5
Bianca,2008,F,DC,5
Brenda,2008,F,DC,5
Bridget,2008,F,DC,5
Cameron,2008,F,DC,5
Camilla,2008,F,DC,5
Cassandra,2008,F,DC,5
Christina,2008,F,DC,5
Cristina,2008,F,DC,5
Crystal,2008,F,DC,5
Dakota,2008,F,DC,5
Daphne,2008,F,DC,5
Dylan,2008,F,DC,5
Ebony,2008,F,DC,5
Esmeralda,2008,F,DC,5
Fatima,2008,F,DC,5
Gisselle,2008,F,DC,5
Hadley,2008,F,DC,5
Hailey,2008,F,DC,5
Harmony,2008,F,DC,5
Harper,2008,F,DC,5
Hayden,2008,F,DC,5
Jaliyah,2008,F,DC,5
Jamie,2008,F,DC,5
Jane,2008,F,DC,5
Jordin,2008,F,DC,5
Juliet,2008,F,DC,5
Kathleen,2008,F,DC,5
Keren,2008,F,DC,5
Kimora,2008,F,DC,5
Kyla,2008,F,DC,5
Leilani,2008,F,DC,5
Leslie,2008,F,DC,5
Lilah,2008,F,DC,5
Lola,2008,F,DC,5
Makiyah,2008,F,DC,5
Meklit,2008,F,DC,5
Melany,2008,F,DC,5
Mira,2008,F,DC,5
Natalia,2008,F,DC,5
Nataly,2008,F,DC,5
Noa,2008,F,DC,5
Payton,2008,F,DC,5
Quinn,2008,F,DC,5
Reese,2008,F,DC,5
Rose,2008,F,DC,5
Ruby,2008,F,DC,5
Saron,2008,F,DC,5
Tessa,2008,F,DC,5
Valentina,2008,F,DC,5
Zara,2008,F,DC,5
Sophia,2009,F,DC,43
Allison,2009,F,DC,41
Abigail,2009,F,DC,36
Ashley,2009,F,DC,36
Elizabeth,2009,F,DC,36
Katherine,2009,F,DC,34
Taylor,2009,F,DC,34
Zoe,2009,F,DC,34
Charlotte,2009,F,DC,33
Madison,2009,F,DC,32
Anna,2009,F,DC,31
Ava,2009,F,DC,30
Genesis,2009,F,DC,29
Madeline,2009,F,DC,28
Caroline,2009,F,DC,27
Olivia,2009,F,DC,27
Emma,2009,F,DC,26
Kimberly,2009,F,DC,25
Sofia,2009,F,DC,25
Evelyn,2009,F,DC,23
Julia,2009,F,DC,23
Margaret,2009,F,DC,23
Chloe,2009,F,DC,22
Emily,2009,F,DC,22
Kayla,2009,F,DC,22
Makayla,2009,F,DC,22
Catherine,2009,F,DC,21
Claire,2009,F,DC,21
Naomi,2009,F,DC,21
Alexandra,2009,F,DC,20
Isabella,2009,F,DC,20
Sarah,2009,F,DC,20
Amelia,2009,F,DC,19
Ella,2009,F,DC,19
Gabrielle,2009,F,DC,19
Grace,2009,F,DC,19
Sydney,2009,F,DC,19
London,2009,F,DC,18
Melissa,2009,F,DC,18
Morgan,2009,F,DC,18
Natalie,2009,F,DC,18
Sasha,2009,F,DC,18
Sophie,2009,F,DC,18
Jennifer,2009,F,DC,17
Leah,2009,F,DC,17
Lily,2009,F,DC,17
Lucy,2009,F,DC,17
Nevaeh,2009,F,DC,17
Samantha,2009,F,DC,17
Gabriela,2009,F,DC,16
Lauren,2009,F,DC,16
Layla,2009,F,DC,16
Maria,2009,F,DC,16
Aaliyah,2009,F,DC,15
Audrey,2009,F,DC,15
Destiny,2009,F,DC,15
Eva,2009,F,DC,15
Jasmine,2009,F,DC,15
Kennedy,2009,F,DC,15
Laila,2009,F,DC,15
Lillian,2009,F,DC,15
Mia,2009,F,DC,15
Angel,2009,F,DC,14
Avery,2009,F,DC,14
Camila,2009,F,DC,14
Gabriella,2009,F,DC,14
Giselle,2009,F,DC,14
Hannah,2009,F,DC,14
Heaven,2009,F,DC,14
Jayla,2009,F,DC,14
Khloe,2009,F,DC,14
Logan,2009,F,DC,14
Malia,2009,F,DC,14
Trinity,2009,F,DC,14
Dakota,2009,F,DC,13
Isabel,2009,F,DC,13
Maya,2009,F,DC,13
Valeria,2009,F,DC,13
Addison,2009,F,DC,12
Alexa,2009,F,DC,12
Andrea,2009,F,DC,12
Aniya,2009,F,DC,12
Arianna,2009,F,DC,12
Autumn,2009,F,DC,12
Brianna,2009,F,DC,12
Emely,2009,F,DC,12
Jada,2009,F,DC,12
Nora,2009,F,DC,12
Stella,2009,F,DC,12
Adriana,2009,F,DC,11
Alyssa,2009,F,DC,11
Amani,2009,F,DC,11
Ana,2009,F,DC,11
Ashly,2009,F,DC,11
Diana,2009,F,DC,11
Jade,2009,F,DC,11
Jessica,2009,F,DC,11
Mary,2009,F,DC,11
Molly,2009,F,DC,11
Nina,2009,F,DC,11
Rebecca,2009,F,DC,11
Sara,2009,F,DC,11
Savannah,2009,F,DC,11
Serenity,2009,F,DC,11
Alexis,2009,F,DC,10
Amira,2009,F,DC,10
Ariana,2009,F,DC,10
Brooke,2009,F,DC,10
Cecilia,2009,F,DC,10
Clara,2009,F,DC,10
Daniela,2009,F,DC,10
Eleanor,2009,F,DC,10
Elena,2009,F,DC,10
Harper,2009,F,DC,10
Jacqueline,2009,F,DC,10
Jocelyn,2009,F,DC,10
Kaylee,2009,F,DC,10
Lucia,2009,F,DC,10
Mariah,2009,F,DC,10
Marley,2009,F,DC,10
Mckenzie,2009,F,DC,10
Michelle,2009,F,DC,10
Miracle,2009,F,DC,10
Victoria,2009,F,DC,10
Aubrey,2009,F,DC,9
Briana,2009,F,DC,9
Hailey,2009,F,DC,9
Jordan,2009,F,DC,9
Kelly,2009,F,DC,9
Lila,2009,F,DC,9
Madeleine,2009,F,DC,9
Nataly,2009,F,DC,9
Paige,2009,F,DC,9
Penelope,2009,F,DC,9
Rachel,2009,F,DC,9
Rose,2009,F,DC,9
Sadie,2009,F,DC,9
Stephanie,2009,F,DC,9
Veronica,2009,F,DC,9
Zoey,2009,F,DC,9
Caitlin,2009,F,DC,8
Dayana,2009,F,DC,8
Janiya,2009,F,DC,8
Jordyn,2009,F,DC,8
Laura,2009,F,DC,8
Melanie,2009,F,DC,8
Nicole,2009,F,DC,8
Payton,2009,F,DC,8
Peyton,2009,F,DC,8
Riley,2009,F,DC,8
Simone,2009,F,DC,8
Vanessa,2009,F,DC,8
Alice,2009,F,DC,7
Alicia,2009,F,DC,7
Alison,2009,F,DC,7
Amy,2009,F,DC,7
Aniyah,2009,F,DC,7
Bella,2009,F,DC,7
Brooklyn,2009,F,DC,7
Chelsea,2009,F,DC,7
Erin,2009,F,DC,7
Gianna,2009,F,DC,7
Hadley,2009,F,DC,7
Helen,2009,F,DC,7
Kai,2009,F,DC,7
Karen,2009,F,DC,7
Karla,2009,F,DC,7
Keira,2009,F,DC,7
Kendall,2009,F,DC,7
Kira,2009,F,DC,7
Lena,2009,F,DC,7
Lyla,2009,F,DC,7
Makenzie,2009,F,DC,7
Nadia,2009,F,DC,7
Sanai,2009,F,DC,7
Semaj,2009,F,DC,7
Sonia,2009,F,DC,7
Violet,2009,F,DC,7
Zion,2009,F,DC,7
Amaya,2009,F,DC,6
Amber,2009,F,DC,6
Angela,2009,F,DC,6
Angie,2009,F,DC,6
Camille,2009,F,DC,6
Eliana,2009,F,DC,6
Isabelle,2009,F,DC,6
Jane,2009,F,DC,6
Juliana,2009,F,DC,6
Juliet,2009,F,DC,6
Kate,2009,F,DC,6
Londyn,2009,F,DC,6
Lydia,2009,F,DC,6
Lyric,2009,F,DC,6
Madelyn,2009,F,DC,6
Maliyah,2009,F,DC,6
Melany,2009,F,DC,6
Mikayla,2009,F,DC,6
Miley,2009,F,DC,6
Norah,2009,F,DC,6
Nylah,2009,F,DC,6
Paris,2009,F,DC,6
Phoebe,2009,F,DC,6
Ruby,2009,F,DC,6
Ruth,2009,F,DC,6
Ryan,2009,F,DC,6
Sabrina,2009,F,DC,6
Sanaa,2009,F,DC,6
Saniyah,2009,F,DC,6
Talia,2009,F,DC,6
Taniya,2009,F,DC,6
Treasure,2009,F,DC,6
Zaniyah,2009,F,DC,6
Zara,2009,F,DC,6
Alisson,2009,F,DC,5
Aliya,2009,F,DC,5
Aliyah,2009,F,DC,5
Amelie,2009,F,DC,5
Amen,2009,F,DC,5
Angelina,2009,F,DC,5
Azaria,2009,F,DC,5
Bailey,2009,F,DC,5
Bianca,2009,F,DC,5
Campbell,2009,F,DC,5
Carmen,2009,F,DC,5
Christina,2009,F,DC,5
Cora,2009,F,DC,5
Deborah,2009,F,DC,5
Desiree,2009,F,DC,5
Elsa,2009,F,DC,5
Eve,2009,F,DC,5
Faith,2009,F,DC,5
Felicity,2009,F,DC,5
Fernanda,2009,F,DC,5
Fiona,2009,F,DC,5
Frances,2009,F,DC,5
Genevieve,2009,F,DC,5
Hana,2009,F,DC,5
Isis,2009,F,DC,5
Jaden,2009,F,DC,5
Jaelyn,2009,F,DC,5
Jazmin,2009,F,DC,5
Kaliyah,2009,F,DC,5
Kamari,2009,F,DC,5
Katie,2009,F,DC,5
Kiara,2009,F,DC,5
Kimora,2009,F,DC,5
Lailah,2009,F,DC,5
Lana,2009,F,DC,5
Lara,2009,F,DC,5
Mackenzie,2009,F,DC,5
Marie,2009,F,DC,5
Megan,2009,F,DC,5
Natalia,2009,F,DC,5
Noa,2009,F,DC,5
Noelle,2009,F,DC,5
Precious,2009,F,DC,5
Raniyah,2009,F,DC,5
Raven,2009,F,DC,5
Regan,2009,F,DC,5
Summer,2009,F,DC,5
Tamia,2009,F,DC,5
Taniyah,2009,F,DC,5
Valentina,2009,F,DC,5
Zaniya,2009,F,DC,5
Madison,2010,F,DC,50
Olivia,2010,F,DC,43
Charlotte,2010,F,DC,37
Ashley,2010,F,DC,35
Ava,2010,F,DC,34
Sophia,2010,F,DC,34
Emma,2010,F,DC,33
Zoe,2010,F,DC,32
Abigail,2010,F,DC,31
Elizabeth,2010,F,DC,31
Caroline,2010,F,DC,30
Isabella,2010,F,DC,30
Alexandra,2010,F,DC,29
Sofia,2010,F,DC,29
Chloe,2010,F,DC,28
Emily,2010,F,DC,26
Grace,2010,F,DC,26
Maya,2010,F,DC,26
Anna,2010,F,DC,25
Margaret,2010,F,DC,25
Sophie,2010,F,DC,25
Amelia,2010,F,DC,24
Gabrielle,2010,F,DC,24
Taylor,2010,F,DC,24
Ella,2010,F,DC,23
Morgan,2010,F,DC,23
Sarah,2010,F,DC,22
Julia,2010,F,DC,21
Laila,2010,F,DC,21
London,2010,F,DC,21
Samantha,2010,F,DC,21
Zoey,2010,F,DC,21
Evelyn,2010,F,DC,20
Genesis,2010,F,DC,20
Penelope,2010,F,DC,20
Brianna,2010,F,DC,19
Mia,2010,F,DC,19
Jasmine,2010,F,DC,18
Josephine,2010,F,DC,18
Katherine,2010,F,DC,18
Kennedy,2010,F,DC,18
Lily,2010,F,DC,18
Riley,2010,F,DC,18
Victoria,2010,F,DC,18
Gabriella,2010,F,DC,17
Khloe,2010,F,DC,17
Layla,2010,F,DC,17
Mary,2010,F,DC,17
Natalie,2010,F,DC,17
Hannah,2010,F,DC,16
Isabel,2010,F,DC,16
Jennifer,2010,F,DC,16
Lillian,2010,F,DC,16
Madeleine,2010,F,DC,16
Mckenzie,2010,F,DC,16
Nora,2010,F,DC,16
Allison,2010,F,DC,15
Destiny,2010,F,DC,15
Eleanor,2010,F,DC,15
Lauren,2010,F,DC,15
Maria,2010,F,DC,15
Naomi,2010,F,DC,15
Sara,2010,F,DC,15
Alexa,2010,F,DC,14
Alice,2010,F,DC,14
Aniyah,2010,F,DC,14
Claire,2010,F,DC,14
Eva,2010,F,DC,14
Kayla,2010,F,DC,14
Lucy,2010,F,DC,14
Nevaeh,2010,F,DC,14
Isabelle,2010,F,DC,13
Kimberly,2010,F,DC,13
Leah,2010,F,DC,13
Sabrina,2010,F,DC,13
Trinity,2010,F,DC,13
Alexis,2010,F,DC,12
Andrea,2010,F,DC,12
Angel,2010,F,DC,12
Hailey,2010,F,DC,12
Jocelyn,2010,F,DC,12
Madeline,2010,F,DC,12
Sydney,2010,F,DC,12
Aaliyah,2010,F,DC,11
Ana,2010,F,DC,11
Emely,2010,F,DC,11
Jada,2010,F,DC,11
Logan,2010,F,DC,11
Melanie,2010,F,DC,11
Molly,2010,F,DC,11
Nadia,2010,F,DC,11
Stella,2010,F,DC,11
Brooklyn,2010,F,DC,10
Diana,2010,F,DC,10
Eliana,2010,F,DC,10
Emilia,2010,F,DC,10
Fiona,2010,F,DC,10
Jade,2010,F,DC,10
Jordyn,2010,F,DC,10
Londyn,2010,F,DC,10
Lyric,2010,F,DC,10
Mackenzie,2010,F,DC,10
Rebecca,2010,F,DC,10
Adelaide,2010,F,DC,9
Amirah,2010,F,DC,9
Annabelle,2010,F,DC,9
Ariana,2010,F,DC,9
Aubrey,2010,F,DC,9
Clara,2010,F,DC,9
Gabriela,2010,F,DC,9
Giselle,2010,F,DC,9
Heaven,2010,F,DC,9
Jayla,2010,F,DC,9
Jessica,2010,F,DC,9
Juliana,2010,F,DC,9
Makenzie,2010,F,DC,9
Natalia,2010,F,DC,9
Nicole,2010,F,DC,9
Paige,2010,F,DC,9
Phoebe,2010,F,DC,9
Sadie,2010,F,DC,9
Savannah,2010,F,DC,9
Scarlett,2010,F,DC,9
Serenity,2010,F,DC,9
Stephanie,2010,F,DC,9
Tiffany,2010,F,DC,9
Vivian,2010,F,DC,9
Amanda,2010,F,DC,8
Amari,2010,F,DC,8
Amy,2010,F,DC,8
Anne,2010,F,DC,8
Arianna,2010,F,DC,8
Audrey,2010,F,DC,8
Autumn,2010,F,DC,8
Dakota,2010,F,DC,8
Eden,2010,F,DC,8
Faith,2010,F,DC,8
Harper,2010,F,DC,8
Imani,2010,F,DC,8
Jacqueline,2010,F,DC,8
Jane,2010,F,DC,8
Janiyah,2010,F,DC,8
Kaitlyn,2010,F,DC,8
Makayla,2010,F,DC,8
Melissa,2010,F,DC,8
Payton,2010,F,DC,8
Peyton,2010,F,DC,8
Shaniya,2010,F,DC,8
Skylar,2010,F,DC,8
Summer,2010,F,DC,8
Valentina,2010,F,DC,8
Vivienne,2010,F,DC,8
Alana,2010,F,DC,7
Ariel,2010,F,DC,7
Avery,2010,F,DC,7
Beatrice,2010,F,DC,7
Camila,2010,F,DC,7
Camille,2010,F,DC,7
Carmen,2010,F,DC,7
Cassidy,2010,F,DC,7
Catherine,2010,F,DC,7
Danielle,2010,F,DC,7
Demi,2010,F,DC,7
Elena,2010,F,DC,7
Fatima,2010,F,DC,7
Genevieve,2010,F,DC,7
Janiya,2010,F,DC,7
Jordan,2010,F,DC,7
Kassidy,2010,F,DC,7
Lena,2010,F,DC,7
Lila,2010,F,DC,7
Lucia,2010,F,DC,7
Maeve,2010,F,DC,7
Malia,2010,F,DC,7
Mariah,2010,F,DC,7
Matilda,2010,F,DC,7
Miley,2010,F,DC,7
Rose,2010,F,DC,7
Ruth,2010,F,DC,7
Ryan,2010,F,DC,7
Sasha,2010,F,DC,7
Siena,2010,F,DC,7
Simone,2010,F,DC,7
Veronica,2010,F,DC,7
Virginia,2010,F,DC,7
Alyssa,2010,F,DC,6
Amani,2010,F,DC,6
Amber,2010,F,DC,6
Angie,2010,F,DC,6
Aniya,2010,F,DC,6
Anya,2010,F,DC,6
Briana,2010,F,DC,6
Brooke,2010,F,DC,6
Daisy,2010,F,DC,6
Eliza,2010,F,DC,6
Erin,2010,F,DC,6
Heidi,2010,F,DC,6
Jazmine,2010,F,DC,6
Kaliyah,2010,F,DC,6
Karen,2010,F,DC,6
Karla,2010,F,DC,6
Kira,2010,F,DC,6
Maliyah,2010,F,DC,6
Michelle,2010,F,DC,6
Mikayla,2010,F,DC,6
Milan,2010,F,DC,6
Nina,2010,F,DC,6
Samiyah,2010,F,DC,6
Skye,2010,F,DC,6
Tessa,2010,F,DC,6
Violet,2010,F,DC,6
Yasmin,2010,F,DC,6
Addison,2010,F,DC,5
Adriana,2010,F,DC,5
Alaina,2010,F,DC,5
Alani,2010,F,DC,5
Alejandra,2010,F,DC,5
Alicia,2010,F,DC,5
Amaya,2010,F,DC,5
Angela,2010,F,DC,5
Ashly,2010,F,DC,5
Asia,2010,F,DC,5
Carolina,2010,F,DC,5
Celia,2010,F,DC,5
Christina,2010,F,DC,5
Cora,2010,F,DC,5
Dior,2010,F,DC,5
Eloise,2010,F,DC,5
